neuron_id,condition,cell_line,drug,well,tile,stimulation,original_hdf5,num_timepoints,timepoint,timepoint_idx,rfp1_path,halo_path,label_stimulation,label_cell_line,label_timepoint,label_stim_time,label_cell_time,label_cell_stim,label_all,label_6class,class_label
C22_tile4_n247,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_247.h5,16,T16,15,images/RFP1/C22_tile4_n247_T15.png,images/Halo/C22_tile4_n247_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile4_n54,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_54.h5,16,T0,0,images/RFP1/C22_tile4_n54_T0.png,images/Halo/C22_tile4_n54_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n54,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_54.h5,16,T16,15,images/RFP1/C22_tile4_n54_T15.png,images/Halo/C22_tile4_n54_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile1_n222,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_222.h5,16,T0,0,images/RFP1/C22_tile1_n222_T0.png,images/Halo/C22_tile1_n222_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile1_n222,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_222.h5,16,T16,15,images/RFP1/C22_tile1_n222_T15.png,images/Halo/C22_tile1_n222_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile4_n44,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_44.h5,16,T0,0,images/RFP1/C22_tile4_n44_T0.png,images/Halo/C22_tile4_n44_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n44,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_44.h5,16,T16,15,images/RFP1/C22_tile4_n44_T15.png,images/Halo/C22_tile4_n44_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile4_n115,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_115.h5,16,T0,0,images/RFP1/C22_tile4_n115_T0.png,images/Halo/C22_tile4_n115_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n115,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_115.h5,16,T16,15,images/RFP1/C22_tile4_n115_T15.png,images/Halo/C22_tile4_n115_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile4_n258,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_258.h5,16,T0,0,images/RFP1/C22_tile4_n258_T0.png,images/Halo/C22_tile4_n258_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n258,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_258.h5,16,T16,15,images/RFP1/C22_tile4_n258_T15.png,images/Halo/C22_tile4_n258_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile3_n148,APPV717I,APPV717I,DMSO,C22,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_3_148.h5,16,T0,0,images/RFP1/C22_tile3_n148_T0.png,images/Halo/C22_tile3_n148_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,APPV717I_T0
C22_tile3_n148,APPV717I,APPV717I,DMSO,C22,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_3_148.h5,16,T16,15,images/RFP1/C22_tile3_n148_T15.png,images/Halo/C22_tile3_n148_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I_10000ms_T16
C22_tile4_n20,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_20.h5,16,T0,0,images/RFP1/C22_tile4_n20_T0.png,images/Halo/C22_tile4_n20_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n20,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_20.h5,16,T16,15,images/RFP1/C22_tile4_n20_T15.png,images/Halo/C22_tile4_n20_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile4_n257,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_257.h5,16,T0,0,images/RFP1/C22_tile4_n257_T0.png,images/Halo/C22_tile4_n257_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n257,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_257.h5,16,T16,15,images/RFP1/C22_tile4_n257_T15.png,images/Halo/C22_tile4_n257_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile1_n149,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_149.h5,16,T0,0,images/RFP1/C22_tile1_n149_T0.png,images/Halo/C22_tile1_n149_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile1_n149,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_149.h5,16,T16,15,images/RFP1/C22_tile1_n149_T15.png,images/Halo/C22_tile1_n149_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile4_n2,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_2.h5,16,T0,0,images/RFP1/C22_tile4_n2_T0.png,images/Halo/C22_tile4_n2_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n2,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_2.h5,16,T16,15,images/RFP1/C22_tile4_n2_T15.png,images/Halo/C22_tile4_n2_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile2_n226,APPV717I,APPV717I,DMSO,C22,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_2_226.h5,16,T0,0,images/RFP1/C22_tile2_n226_T0.png,images/Halo/C22_tile2_n226_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,APPV717I_T0
C22_tile2_n226,APPV717I,APPV717I,DMSO,C22,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_2_226.h5,16,T16,15,images/RFP1/C22_tile2_n226_T15.png,images/Halo/C22_tile2_n226_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I_10000ms_T16
C22_tile1_n211,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_211.h5,16,T0,0,images/RFP1/C22_tile1_n211_T0.png,images/Halo/C22_tile1_n211_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile1_n211,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_211.h5,16,T16,15,images/RFP1/C22_tile1_n211_T15.png,images/Halo/C22_tile1_n211_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile1_n156,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_156.h5,16,T0,0,images/RFP1/C22_tile1_n156_T0.png,images/Halo/C22_tile1_n156_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile1_n156,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_156.h5,16,T16,15,images/RFP1/C22_tile1_n156_T15.png,images/Halo/C22_tile1_n156_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile1_n355,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_355.h5,16,T0,0,images/RFP1/C22_tile1_n355_T0.png,images/Halo/C22_tile1_n355_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile1_n355,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_355.h5,16,T16,15,images/RFP1/C22_tile1_n355_T15.png,images/Halo/C22_tile1_n355_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile3_n81,APPV717I,APPV717I,DMSO,C22,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_3_81.h5,16,T0,0,images/RFP1/C22_tile3_n81_T0.png,images/Halo/C22_tile3_n81_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,APPV717I_T0
C22_tile3_n81,APPV717I,APPV717I,DMSO,C22,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_3_81.h5,16,T16,15,images/RFP1/C22_tile3_n81_T15.png,images/Halo/C22_tile3_n81_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I_10000ms_T16
C22_tile4_n260,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_260.h5,16,T0,0,images/RFP1/C22_tile4_n260_T0.png,images/Halo/C22_tile4_n260_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n260,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_260.h5,16,T16,15,images/RFP1/C22_tile4_n260_T15.png,images/Halo/C22_tile4_n260_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile2_n19,APPV717I,APPV717I,DMSO,C22,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_2_19.h5,16,T0,0,images/RFP1/C22_tile2_n19_T0.png,images/Halo/C22_tile2_n19_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,APPV717I_T0
C22_tile2_n19,APPV717I,APPV717I,DMSO,C22,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_2_19.h5,16,T16,15,images/RFP1/C22_tile2_n19_T15.png,images/Halo/C22_tile2_n19_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I_10000ms_T16
C22_tile4_n240,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_240.h5,16,T0,0,images/RFP1/C22_tile4_n240_T0.png,images/Halo/C22_tile4_n240_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n240,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_240.h5,16,T16,15,images/RFP1/C22_tile4_n240_T15.png,images/Halo/C22_tile4_n240_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile1_n80,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_80.h5,16,T0,0,images/RFP1/C22_tile1_n80_T0.png,images/Halo/C22_tile1_n80_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile1_n80,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_80.h5,16,T16,15,images/RFP1/C22_tile1_n80_T15.png,images/Halo/C22_tile1_n80_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile4_n6,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_6.h5,16,T0,0,images/RFP1/C22_tile4_n6_T0.png,images/Halo/C22_tile4_n6_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n6,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_6.h5,16,T16,15,images/RFP1/C22_tile4_n6_T15.png,images/Halo/C22_tile4_n6_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile4_n10,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_10.h5,16,T0,0,images/RFP1/C22_tile4_n10_T0.png,images/Halo/C22_tile4_n10_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n10,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_10.h5,16,T16,15,images/RFP1/C22_tile4_n10_T15.png,images/Halo/C22_tile4_n10_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile2_n13,APPV717I,APPV717I,DMSO,C22,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_2_13.h5,16,T0,0,images/RFP1/C22_tile2_n13_T0.png,images/Halo/C22_tile2_n13_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,APPV717I_T0
C22_tile2_n13,APPV717I,APPV717I,DMSO,C22,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_2_13.h5,16,T16,15,images/RFP1/C22_tile2_n13_T15.png,images/Halo/C22_tile2_n13_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I_10000ms_T16
C22_tile4_n255,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_255.h5,16,T0,0,images/RFP1/C22_tile4_n255_T0.png,images/Halo/C22_tile4_n255_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n255,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_255.h5,16,T16,15,images/RFP1/C22_tile4_n255_T15.png,images/Halo/C22_tile4_n255_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile3_n28,APPV717I,APPV717I,DMSO,C22,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_3_28.h5,16,T0,0,images/RFP1/C22_tile3_n28_T0.png,images/Halo/C22_tile3_n28_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,APPV717I_T0
C22_tile3_n28,APPV717I,APPV717I,DMSO,C22,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_3_28.h5,16,T16,15,images/RFP1/C22_tile3_n28_T15.png,images/Halo/C22_tile3_n28_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I_10000ms_T16
C22_tile1_n266,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_266.h5,16,T0,0,images/RFP1/C22_tile1_n266_T0.png,images/Halo/C22_tile1_n266_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile1_n266,APPV717I,APPV717I,DMSO,C22,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_1_266.h5,16,T16,15,images/RFP1/C22_tile1_n266_T15.png,images/Halo/C22_tile1_n266_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile4_n122,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_122.h5,16,T0,0,images/RFP1/C22_tile4_n122_T0.png,images/Halo/C22_tile4_n122_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,APPV717I_T0
C22_tile4_n122,APPV717I,APPV717I,DMSO,C22,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_4_122.h5,16,T16,15,images/RFP1/C22_tile4_n122_T15.png,images/Halo/C22_tile4_n122_T15.png,0ms,APPV717I,T16,0ms_T16,APPV717I_T16,APPV717I_0ms,APPV717I_0ms_T16,APPV717I_0ms_T16,APPV717I_0ms_T16
C22_tile3_n26,APPV717I,APPV717I,DMSO,C22,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_3_26.h5,16,T0,0,images/RFP1/C22_tile3_n26_T0.png,images/Halo/C22_tile3_n26_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,APPV717I_T0
C22_tile3_n26,APPV717I,APPV717I,DMSO,C22,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_3_26.h5,16,T16,15,images/RFP1/C22_tile3_n26_T15.png,images/Halo/C22_tile3_n26_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I_10000ms_T16
C22_tile2_n232,APPV717I,APPV717I,DMSO,C22,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_2_232.h5,16,T0,0,images/RFP1/C22_tile2_n232_T0.png,images/Halo/C22_tile2_n232_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,APPV717I_T0
C22_tile2_n232,APPV717I,APPV717I,DMSO,C22,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C22/A2screenPlate2_C22_2_232.h5,16,T16,15,images/RFP1/C22_tile2_n232_T15.png,images/Halo/C22_tile2_n232_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I_10000ms_T16
